Variable,Coefficient,Odds_Ratio
gcs_encoded,2.088469240182829,8.072548568605002
dysrhythmia_cat_None,0.6282096248480549,1.8742519594301024
dysrhythmia_cat_Yes,0.2191352529522962,1.2449996551794011
sbp_encoded,0.19275666583332052,1.2125876936006812
age_encoded,0.036320919233936065,1.0369885826789005
hr_encoded,-0.12159188775517382,0.8855096821135404
cirrhosis_cat_Yes,-0.20458686618631022,0.8149839442954485
